Channel_Name,Channel_ID,Date_of_Publishing,Hour_GMT2,Title,Description,Tags,video_type,View_Count,Like_Count,Comment_Count,Favorite_Count,Definition,Has_Captions,Licensed_Content,Topic_Categories,Names_Extracted,Video_ID,Duration,Thumbnail_URL
Przemek Górczyk Podcast,UCrKY6A2xsHXgw3MK9mkan5w,2025-07-27,17:15,02 Niesamowita Zbiórka w Kanale Zero – ft. Bartosz Majewski,"Całość rozmowy oglądaj tutaj: https://youtu.be/1jXPw93EDPE
🎧 Słuchaj na Spotify: https://open.spotify.com/episode/4qqXgrVNIwe7uJrnkij3QB
Dodatkowe materiały tutaj: https://www.instagram.com/przemekgorczyk/
Dołącz do newslettera i zapomnij, że niemdziela wieczur i humor popsuty: https://pgpodcast.pl/news

Współpraca reklamowa z #RevolutBusiness.#startup #biznes #interesy",,shorts,6011,57,1,0,hd,false,True,27,"Bartosz Majewski, Kanale Zero, Niesamowita Zbiórka",TYFW6hqnjp4,PT38S,https://i.ytimg.com/vi/TYFW6hqnjp4/default.jpg
Przemek Górczyk Podcast,UCrKY6A2xsHXgw3MK9mkan5w,2025-07-27,16:53,#475 Jak Kupić Sobie Więcej Czasu? W Jakim Kierunku Idzie Polskie Społeczeństwo? - Bartosz Majewski,"Wejdź na https://hecato.pl i zobacz, co dla Ciebie przygotowaliśmy.

Współpraca: partner@pgpodcast.pl

Dodatkowe materiały znajdziesz tutaj: https://www.instagram.com/przemekgorczyk/

—
Partnerem odcinka jest Revolut Business. 

Pobierz Revolut Business za darmo i zgarnij 200 zł - https://www.revolut.com/pl-PL/business/rb/przemek200/
(promocja ważna do 10.08.2025 dla nowych użytkowników, wymagane minimalne doładowanie 0.01 zł lub równowartość w walucie lokalnej, regulamin promocji dostępny pod linkiem).

—
🎧 Słuchaj na Spotify: https://open.spotify.com/episode/4qqXgrVNIwe7uJrnkij3QB

Współwłaściciel firmy doradczej Casbeg, której w latach 2017-2022 był prezesem. Partner w funduszu inwestycyjnym Momentum Capital Partners. Twórca podcastu interesy. Autor książki „101 technik dla zarządzających”.

Linki:
Podcast YouTube: https://www.youtube.com/@interesy_podcast
WWW: https://bartekmajewski.pl/
LinkedIn: https://www.linkedin.com/in/majewskibartosz/
Facebook: https://www.facebook.com/bartosz.majewsky
Książka Bartosza: https://casbeg.com/pl/do-pobrania/ksiazka-bartka-majewskiego/

---
Zostań subskrybentem newslettera Przemek Górczyk Podcast: https://pgpodcast.pl/news.

Przeczytasz w nim o kulisach prowadzenia podcastu i znajdziesz polecenia bardzo mocnych książek od moich gości.
---

Spis treści:
00:00:00 Dzisiaj w odcinku
00:02:52 Bartosz Majewski
00:03:13 Zdarza mi się napisać książkę
00:08:17 Projekt z młodymi talentami
00:12:16 Co bym zrobił, gdybym znów miał 18 lat
00:21:26 Homeschooling
00:28:12 Obecne zagwozdki przedsiębiorcy
00:34:12 Zmiana biznesowego zdania
00:36:39 Jakim cudem 9 startupów przynosi zyski
00:41:12 Przełożenie wiedzy z książek na realia
00:45:03 Weryfikacja zgłaszających się firm
00:47:34 Co ciągnie zespół w górę
00:50:16 Podcasty w Polsce
00:58:41 Inwestowanie w twórców internetowych
01:03:38 Reguła 5 rzeczy na dzień
01:08:57 Inspiracje innymi przedsiębiorcami
01:16:14 Dalej jest problem z delegowaniem
01:21:39 To dzięki Internetowi
01:27:13 Wpływ książek
01:29:59 Rozwój umiejętności przedsiębiorczych
01:31:51 Bartosz Majewski w Internecie

💽 Playlista kanału: https://www.youtube.com/playlist?list=PLIM2IXHjLzGMA1NjX1-_mizbkiNhaydHt

#474 Szymon Negacz – biznesmen, b2b, marketing https://youtu.be/Yk-TSvQlwO0
#473 Mateusz Gola – pornografia, nałóg, uzależnienie https://youtu.be/BInZi2fXvx4
#472 Marek Zmysłowski – biznes, inwestycje, pieniądze https://youtu.be/82J9KLgmsY0
#471 Łukasz ""Małpa"" Małkiewicz – rap, uzależnienie, muzyka https://youtu.be/K-rxp_hHTMM
#470 Łukasz Bukowiecki – VFX, efekty wizualne, Hollywood https://youtu.be/yt-cjbtysvI
#469 prof. Marcin Majewski – biblia, teologia, starożytność https://youtu.be/2Q5C9Z1euXY
#468 Paweł Kozak – sportowiec, hyrox, triathlon https://youtu.be/lTK6JkrFnSk
#467 Robert Rutkowski – psycholog, nałogi, alkohol https://youtu.be/UMRsOSHcFPc
#466 Magdalena Socha – psycholog, narcyz, borderline https://youtu.be/ppOB_BkGN1I
#465 Franciszek B. Georgiew – sztuczna inteligencja, biznes https://youtu.be/OR0QVhEi0R4
#464 ppłk. Marcin Modrzewski – f16, lotnictwo, pilot https://youtu.be/RdCFqjHiUgI
#463 dr Filip Taterka – egipt, orient, piramidy https://youtu.be/7B7XOlAV0Xg
#462 ks. prof. Andrzej Kobyliński – pedofilia, papież, kościół https://youtu.be/VqmMHv7VxXQ
#461 prof. Wojciech Glac – mózg, neurobiologia, internet https://youtu.be/46BGAjptHro
#460 Piotr ""KęKę"" Siara – raper, muzyk, szczęście https://youtu.be/WAB2Qe-s1Y8
#459 Michał Trollsky – knifemaking, noże, knifemaker https://youtu.be/eRssbD9s_IY
#458 dr Tomasz Mazur – filozofia, przemijanie, emocje https://youtu.be/J1MVb-xwkUY
#457 Michał Pater – autostop, podróże, Kambodża https://youtu.be/G11ggAzEFsU
#456 Jakub Wiech – energetyka, gospodarka, energia, prąd https://youtu.be/HjyaPRaRHyk
#455 Kamil Zachert – Egipt, wykopaliska, podróże https://youtu.be/Ag9sclVxfpI
#454 Floral Bugs – raper, autor tekstów, odwyk https://youtu.be/CDsXoqyZZg8 
#453 prof. Katarzyna Pachniak – islam, muzułmanie, orient https://youtu.be/V82nQBa96aY
#452 Filip Kosior – aktor, lektor, audiobooki https://youtu.be/f-YqiwgQttI
#451 Monika Witkowska – wspinaczka, góry, podróże https://youtu.be/-uFFLqg9pg4
#450 Dawid Fazowski – podróżnik, youtuber, podróże na fazie https://youtu.be/1rL-8MydezU
#449 Piotr Mosak – psycholog, związki, zdrada, relacje https://youtu.be/50tZ7gvvXuA
#448 dr Agnieszka Kozak – psycholog, emocje, psychoterapia https://youtu.be/bxsZC3I5sqI
#447 prof. Piotr Dyczek – archeolog, wykopaliska, starożytność https://youtu.be/KFMo3nrYaR4
#446 Marcin Ziopaja – biznes, przedsiębiorca, budownictwo https://youtu.be/0sJ-Ads5X44

#biznes #b2b  #marketingb2b","b2b, marketingb2b, jak zacząć inwestować, jak zarabiać na inwestowaniu, startup",long,19751,494,28,0,hd,false,True,27,"Revolut Business, Robert Rutkowski, Jakub Wiech, Floral Bugs, Marcin Ziopaja, Piotr Dyczek, Momentum Capital Partners, Filip Taterka, Idzie Polskie, Marek Zmysłowski, Marcin Modrzewski, Przemek Górczyk, Dawid Fazowski, Tomasz Mazur, Filip Kosior, Jak Kupić, Książka Bartosza, Mateusz Gola, Momentum Capital, Agnieszka Kozak, Bartosz Majewski, Wojciech Glac, Monika Witkowska, Sobie Więcej, Magdalena Socha, Jakim Kierunku Idzie, Paweł Kozak, Michał Trollsky, Pobierz Revolut, Marcin Majewski, Andrzej Kobyliński, Kamil Zachert, Przemek Górczyk Podcast, Łukasz Bukowiecki, Pobierz Revolut Business, Piotr Mosak, Michał Pater, Szymon Negacz, Jak Kupić Sobie, Jakim Kierunku, Katarzyna Pachniak",1jXPw93EDPE,PT1H32M28S,https://i.ytimg.com/vi/1jXPw93EDPE/default.jpg
Przemek Górczyk Podcast,UCrKY6A2xsHXgw3MK9mkan5w,2025-07-29,18:30,04 Najgorszy Moment w Mauretanii – ft. Piotr Pająk,"Całość rozmowy oglądaj tutaj: https://youtu.be/ApFFXJpBuZg
🎧 Słuchaj na Spotify: https://open.spotify.com/episode/6EQOmpUXavkC8AvmrwMCFf
Dodatkowe materiały tutaj: https://www.instagram.com/przemekgorczyk/
Wejdź na https://hecato.pl i zobacz, co dla Ciebie przygotowaliśmy.
Dołącz do newslettera i zapomnij, że niemdziela wieczur i humor popsuty: https://pgpodcast.pl/news

#podróże #Tajlandia #MMA",,shorts,4362,31,1,0,hd,false,True,27,"Najgorszy Moment, Piotr Pająk",Uxjr96EOGq4,PT33S,https://i.ytimg.com/vi/Uxjr96EOGq4/default.jpg
Cyprian Majcher,UCeutiD5CfqFwIT91uS35OVw,2025-07-29,17:01,"Myślisz, że jesz zdrowo? Sprawdź skład jogurtu i chleba - dr Tadeusz Oleszczuk",,"podcast, cyprian majcher, wywiad, zdrowie, styl życia, dieta, sen, regeneracja, mikrobiom, Tadeusz Oleszczuk, ginekologia, profilaktyka, odporność, energia, dobre samopoczucie, równowaga, ciało i umysł, zdrowe nawyki, rozwój osobisty, zdrowa dieta, zdrowy styl życia, dr tadeusz oleszczuk",shorts,739,35,0,0,hd,false,False,27,Tadeusz Oleszczuk,togwvCw9p6o,PT46S,https://i.ytimg.com/vi/togwvCw9p6o/default.jpg
Cyprian Majcher,UCeutiD5CfqFwIT91uS35OVw,2025-07-29,15:00,Kiedyś 170 dodatków do żywności. Dziś? Ponad 10 tysięcy - dr Tadeusz Oleszczuk,,"podcast, cyprian majcher, wywiad, zdrowie, styl życia, dieta, sen, regeneracja, mikrobiom, Tadeusz Oleszczuk, ginekologia, profilaktyka, odporność, energia, dobre samopoczucie, równowaga, ciało i umysł, zdrowe nawyki, rozwój osobisty, zdrowa dieta, zdrowy styl życia, dr tadeusz oleszczuk",shorts,764,37,0,0,hd,false,False,27,Tadeusz Oleszczuk,4rQxcowoNKo,PT36S,https://i.ytimg.com/vi/4rQxcowoNKo/default.jpg
Cyprian Majcher,UCeutiD5CfqFwIT91uS35OVw,2025-07-29,11:01,To już nie jest jedzenie. To tylko dobrze opakowany syf - dr Tadeusz Oleszczuk,,"podcast, cyprian majcher, wywiad, zdrowie, styl życia, dieta, sen, regeneracja, mikrobiom, Tadeusz Oleszczuk, ginekologia, profilaktyka, odporność, energia, dobre samopoczucie, równowaga, ciało i umysł, zdrowe nawyki, rozwój osobisty, zdrowa dieta, zdrowy styl życia, dr tadeusz oleszczuk",shorts,1754,66,1,0,hd,false,False,27,Tadeusz Oleszczuk,zcDWRUY0rFg,PT48S,https://i.ytimg.com/vi/zcDWRUY0rFg/default.jpg
Cyprian Majcher,UCeutiD5CfqFwIT91uS35OVw,2025-07-29,07:00,Najważniejszym narządem w s3ksie jest... mózg - dr Tadeusz Oleszczuk,,"podcast, cyprian majcher, wywiad, zdrowie, styl życia, dieta, sen, regeneracja, mikrobiom, Tadeusz Oleszczuk, ginekologia, profilaktyka, odporność, energia, dobre samopoczucie, równowaga, ciało i umysł, zdrowe nawyki, rozwój osobisty, zdrowa dieta, zdrowy styl życia, dr tadeusz oleszczuk",shorts,2034,73,1,0,hd,false,False,27,Tadeusz Oleszczuk,4d4mj5CWiG8,PT59S,https://i.ytimg.com/vi/4d4mj5CWiG8/default.jpg
Cyprian Majcher,UCeutiD5CfqFwIT91uS35OVw,2025-07-28,17:00,Masz niski testosteron? To może być przez stres i brak ruchu - dr Tadeusz Oleszczuk,,"podcast, cyprian majcher, wywiad, zdrowie, styl życia, dieta, sen, regeneracja, mikrobiom, Tadeusz Oleszczuk, ginekologia, profilaktyka, odporność, energia, dobre samopoczucie, równowaga, ciało i umysł, zdrowe nawyki, rozwój osobisty, zdrowa dieta, zdrowy styl życia, dr tadeusz oleszczuk",shorts,7598,135,1,0,hd,false,True,27,Tadeusz Oleszczuk,YddhJayE1hY,PT43S,https://i.ytimg.com/vi/YddhJayE1hY/default.jpg
Cyprian Majcher,UCeutiD5CfqFwIT91uS35OVw,2025-07-28,15:00,"Odrobaczasz psa, ale siebie nigdy? 45% z nas ma pasożyty - dr Tadeusz Oleszczuk",,"podcast, cyprian majcher, wywiad, zdrowie, styl życia, dieta, sen, regeneracja, mikrobiom, Tadeusz Oleszczuk, ginekologia, profilaktyka, odporność, energia, dobre samopoczucie, równowaga, ciało i umysł, zdrowe nawyki, rozwój osobisty, zdrowa dieta, zdrowy styl życia, dr tadeusz oleszczuk",long,14930,311,10,0,hd,false,True,27,Tadeusz Oleszczuk,4TGCCL5qUnk,PT1M18S,https://i.ytimg.com/vi/4TGCCL5qUnk/default.jpg
Cyprian Majcher,UCeutiD5CfqFwIT91uS35OVw,2025-07-28,13:00,"Lekarz mówi: ""Proszę o siebie dbać"". Ale co to właściwie znaczy? - dr Tadeusz Oleszczuk",,"podcast, cyprian majcher, wywiad, zdrowie, styl życia, dieta, sen, regeneracja, mikrobiom, Tadeusz Oleszczuk, ginekologia, profilaktyka, odporność, energia, dobre samopoczucie, równowaga, ciało i umysł, zdrowe nawyki, rozwój osobisty, zdrowa dieta, zdrowy styl życia, dr tadeusz oleszczuk",shorts,5273,123,2,0,hd,false,True,27,Tadeusz Oleszczuk,QaTzbSYjOUo,PT59S,https://i.ytimg.com/vi/QaTzbSYjOUo/default.jpg
Cyprian Majcher,UCeutiD5CfqFwIT91uS35OVw,2025-07-28,11:00,"Po co pytać o dietę, skoro łatwiej wypisać lek? - dr Tadeusz Oleszczuk",,"podcast, cyprian majcher, wywiad, zdrowie, styl życia, dieta, sen, regeneracja, mikrobiom, Tadeusz Oleszczuk, ginekologia, profilaktyka, odporność, energia, dobre samopoczucie, równowaga, ciało i umysł, zdrowe nawyki, rozwój osobisty, zdrowa dieta, zdrowy styl życia, dr tadeusz oleszczuk",shorts,5018,161,5,0,hd,false,True,27,Tadeusz Oleszczuk,KfAd1-V66Kc,PT39S,https://i.ytimg.com/vi/KfAd1-V66Kc/default.jpg
