Channel_Name,Channel_ID,Date_of_Publishing,Hour_GMT2,Title,Description,Tags,video_type,View_Count,Like_Count,Comment_Count,Favorite_Count,Definition,Has_Captions,Licensed_Content,Topic_Categories,Names_Extracted,Video_ID,Duration,Thumbnail_URL
Cyprian Majcher,UCeutiD5CfqFwIT91uS35OVw,2025-07-30,15:54,Koniec wolności: jak system chce pozbawić cię pieniędzy? Trader21,"Trader21 - Cezary Głuch, ekspert w tematyce inwestycji, finansów, założyciel portalu IndependentTrader.pl, dwukrotnie nagrodzonego tytułem „Blog Roku” oraz autor bestsellerowej serii „Inteligentny Inwestor XXI wieku”. Znany z bezkompromisowych analiz rynków finansowych i promowania niezależności finansowej.

Rozmawiamy o tym dlaczego nasze pieniądze nie są bezpieczne w bankach, dlaczego nigdy nie możemy pozwolic sobie na wyeliminowanie gotówki, Dlaczego matrix chce kontrolować Twoje zdrowie i pieniądze oraz co jest w dzisiejszych czasach zamachem na naszą wolność? 

__________________________
Więcej materiałów z rozmowy znajdziesz na: 
☚ IG: https://www.instagram.com/cyprianmajcher/
☚ FB: https://www.facebook.com/elitementalitypodcast/


✅ Kliknij SUBSKRYBUJ, by nie przegapić kolejnych odcinków.
👍 Zostaw KOMENTARZ i łapkę w górę, jeśli cenisz wartościowe rozmowy.


Podcast dostępny także na:
☚ Spotify http://tiny.cc/elitementalityspotify
☚ Apple Podcast http://tinny.cc/elitementalityapple

__________________________
☚ Partnerem podcastu jest Solve Labs. 
Naturalne wspomaganie ciała i umysłu na bazie naturalnych ekstraktów. 
Hasło zniżkowe z najwyższą na rynku zniżką: elitementality12
Więcej informacji na stronie https://www.solvelabs.eu

__________________________
☚ Partnerem odcinka jest sklep SFD. 
Zdrowa żywność bez cukru i wysokiej jakości suplementy.
Hasło zniżkowe: ELITEMENTALITY
Więcej informacji na stronie: https://sklep.sfd.pl

__________________________
📩  Współpraca:
Napisz: cyprian.majcher@gmail.com

ROZDZIAŁY:
00:00:00 Dzisiaj w odcinku. 
00:02:00 Czy warto kwestionować rzeczywistość? 
00:14:45 Emocje zabijają mindset inwestycji
00:20:10 Krytyka Rafała Zaorskiej i Wapnia?
00:30:00 Eliminacja gotówki.
00:37:45 CBDC - zagrożenie dla wolności?
00:42:30 Zniszczenie złotówki.
00:45:20 Czy płacenie podatków to patriotyzm? 
00:52:40 Napływ imigrantów do europy. 
00:59:00 Prawdziwe szczęście w życiu.
01:06:30 Jak zrzucić iluzje? 
01:10:10 Czym jest prawdziwa medycyna? 

#inwestowanie #rynekfinansowy #ekonomia","podcast, cyprian majcher, wywiad, trader21, cezary głuch, inwestowanie, niezależność finansowa, giełda, pieniądze, ekonomia, kryzys finansowy, edukacja finansowa, jak inwestować, rynek finansowy, dźwignia finansowa, inteligentny inwestor, wolność finansowa, inwestor, finanse osobiste, system finansowy, inwestycje",long,55573,2926,291,0,hd,false,True,27,"Krytyka Rafała Zaorskiej, Inteligentny Inwestor, Cezary Głuch, Blog Roku, Solve Labs, Krytyka Rafała, Apple Podcast",Twh2DbBK0js,PT1H20M23S,https://i.ytimg.com/vi/Twh2DbBK0js/default.jpg
Cyprian Majcher,UCeutiD5CfqFwIT91uS35OVw,2025-07-30,13:01,Czy po 50. roku życia mężczyzna potrzebuje terapii testosteronem? - dr Tadeusz Oleszczuk,,"podcast, cyprian majcher, wywiad, zdrowie, styl życia, dieta, sen, regeneracja, mikrobiom, Tadeusz Oleszczuk, ginekologia, profilaktyka, odporność, energia, dobre samopoczucie, równowaga, ciało i umysł, zdrowe nawyki, rozwój osobisty, zdrowa dieta, zdrowy styl życia, dr tadeusz oleszczuk",shorts,10709,187,1,0,hd,false,True,27,Tadeusz Oleszczuk,zieugnnMsFM,PT52S,https://i.ytimg.com/vi/zieugnnMsFM/default.jpg
Cyprian Majcher,UCeutiD5CfqFwIT91uS35OVw,2025-07-30,07:00,Czy filtry SPF naprawdę są bezpieczne? - dr Tadeusz Oleszczuk,,"podcast, cyprian majcher, wywiad, zdrowie, styl życia, dieta, sen, regeneracja, mikrobiom, Tadeusz Oleszczuk, ginekologia, profilaktyka, odporność, energia, dobre samopoczucie, równowaga, ciało i umysł, zdrowe nawyki, rozwój osobisty, zdrowa dieta, zdrowy styl życia, dr tadeusz oleszczuk",shorts,5854,131,1,0,hd,false,True,27,Tadeusz Oleszczuk,xAUmExwJuKc,PT31S,https://i.ytimg.com/vi/xAUmExwJuKc/default.jpg
Cyprian Majcher,UCeutiD5CfqFwIT91uS35OVw,2025-08-01,18:00,Zaatakował mnie publicznie. Skończyło się w sądzie - Trader21,,"podcast, cyprian majcher, wywiad, trader21, cezary głuch, inwestowanie, niezależność finansowa, giełda, pieniądze, ekonomia, kryzys finansowy, edukacja finansowa, jak inwestować, rynek finansowy, dźwignia finansowa, inteligentny inwestor, wolność finansowa, inwestor, finanse osobiste, system finansowy, inwestycje",long,2901,48,0,0,hd,false,True,27,,uDLIPJGBO2o,PT1M13S,https://i.ytimg.com/vi/uDLIPJGBO2o/default.jpg
Cyprian Majcher,UCeutiD5CfqFwIT91uS35OVw,2025-08-01,13:01,Dlatego nigdy nie dotykam Forexu. To gra ustawiona przeciwko tobie - Trader21,,"podcast, cyprian majcher, wywiad, trader21, cezary głuch, inwestowanie, niezależność finansowa, giełda, pieniądze, ekonomia, kryzys finansowy, edukacja finansowa, jak inwestować, rynek finansowy, dźwignia finansowa, inteligentny inwestor, wolność finansowa, inwestor, finanse osobiste, system finansowy, inwestycje",long,3498,73,2,0,hd,false,True,27,,bf0qp6q0HRs,PT2M3S,https://i.ytimg.com/vi/bf0qp6q0HRs/default.jpg
Cyprian Majcher,UCeutiD5CfqFwIT91uS35OVw,2025-08-01,07:00,"O twarzach kampanii ""Ostatnia Prosta"": Już nigdy nie spojrzę na nich tak samo - Trader21",,"podcast, cyprian majcher, wywiad, trader21, cezary głuch, inwestowanie, niezależność finansowa, giełda, pieniądze, ekonomia, kryzys finansowy, edukacja finansowa, jak inwestować, rynek finansowy, dźwignia finansowa, inteligentny inwestor, wolność finansowa, inwestor, finanse osobiste, system finansowy, inwestycje",shorts,3395,76,8,0,hd,false,True,27,Ostatnia Prosta,lk7pkRnAshM,PT33S,https://i.ytimg.com/vi/lk7pkRnAshM/default.jpg
Bez Tajemnic,UC3nR9oo0Yg95FTO9DcuQaSg,2025-07-31,17:00,WHISKY Z COLĄ TO GRZECH? #podcast #shorts,#podcast #shorts,"beztajemnic, bez tajemnic, podcast, wywiad, ciekawe, podcasty, dlaciebie, fyp, sprawdzam jak, dymitr, opowieści, słuchanie, polska, wywiady, gwiazdy",shorts,3109,49,4,0,hd,false,True,22,,ibRsE2ETGpE,PT57S,https://i.ytimg.com/vi/ibRsE2ETGpE/default.jpg
Bez Tajemnic,UC3nR9oo0Yg95FTO9DcuQaSg,2025-07-31,11:45,CZY WHISKY DROŻSZA JEST LEPSZA #podcast #shorts,#podcast #shorts,"beztajemnic, bez tajemnic, podcast, wywiad, ciekawe, podcasty, dlaciebie, fyp, sprawdzam jak, dymitr, opowieści, słuchanie, polska, wywiady, gwiazdy",shorts,3134,34,2,0,hd,false,True,22,,hYG4wmW_ZSY,PT46S,https://i.ytimg.com/vi/hYG4wmW_ZSY/default.jpg
Bez Tajemnic,UC3nR9oo0Yg95FTO9DcuQaSg,2025-07-31,06:45,SAMOBOJSTWO LEPPERA #podcast #shorts,#podcast #shorts,"beztajemnic, bez tajemnic, podcast, wywiad, ciekawe, podcasty, dlaciebie, fyp, sprawdzam jak, dymitr, opowieści, słuchanie, polska, wywiady, gwiazdy",shorts,9286,262,1,0,hd,false,True,22,,KV8csMnCyAU,PT45S,https://i.ytimg.com/vi/KV8csMnCyAU/default.jpg
Bez Tajemnic,UC3nR9oo0Yg95FTO9DcuQaSg,2025-07-30,16:00,"""FETYSZE JAPONEK: DLACZEGO SIĘ TAM NIE GOLĄ  - POWIEM JAK JEST"" PÓŁ POLAK PÓŁ JAPOŃCZYK SZCZERZE ","Trzydziesty pierwszy odcinek siódmego sezonu podcastu ""Bez Tajemnic"" w którym rozmawiałem z Gabrielem Hyodo, który jest pół Polakiem, pół Japończykiem. Pamiętajcie, że podcasty możecie odsłuchać również na Spotify!

Linki do SM gościa:
https://www.youtube.com/@UCgVfGIdKmchh1uyPNFaQrYg 
https://www.instagram.com/gabriel_hyodo","beztajemnic, bez tajemnic, podcast, wywiad, ciekawe, podcasty, dlaciebie, fyp, sprawdzam jak, dymitr, opowieści, słuchanie, polska, wywiady, gwiazdy, japonia, japończycy, Gabriel hyodo, nie golą",long,91015,3598,317,0,hd,false,True,22,"Bez Tajemnic, Gabrielem Hyodo",QxvVZra_JfQ,PT1H13M24S,https://i.ytimg.com/vi/QxvVZra_JfQ/default.jpg
Bez Tajemnic,UC3nR9oo0Yg95FTO9DcuQaSg,2025-08-01,16:15,CZY SMAK WHISKY SIĘ ZMIENIA? #podcast #shorts,#podcast #shorts,"beztajemnic, bez tajemnic, podcast, wywiad, ciekawe, podcasty, dlaciebie, fyp, sprawdzam jak, dymitr, opowieści, słuchanie, polska, wywiady, gwiazdy",shorts,4154,84,6,0,hd,false,True,22,,63B7q_x1ABI,PT53S,https://i.ytimg.com/vi/63B7q_x1ABI/default.jpg
Bez Tajemnic,UC3nR9oo0Yg95FTO9DcuQaSg,2025-08-01,11:00,JAK ZROBIĆ DOMOWE WHISKY? #podcast #shorts,#podcast #shorts,"beztajemnic, bez tajemnic, podcast, wywiad, ciekawe, podcasty, dlaciebie, fyp, sprawdzam jak, dymitr, opowieści, słuchanie, polska, wywiady, gwiazdy",long,1317,62,1,0,hd,false,True,22,,-hYwAhWMhQ4,PT1M1S,https://i.ytimg.com/vi/-hYwAhWMhQ4/default.jpg
Bez Tajemnic,UC3nR9oo0Yg95FTO9DcuQaSg,2025-08-01,05:45,JAKI LÓD DO WHISKY? #podcast #shorts,#podcast #shorts,"beztajemnic, bez tajemnic, podcast, wywiad, ciekawe, podcasty, dlaciebie, fyp, sprawdzam jak, dymitr, opowieści, słuchanie, polska, wywiady, gwiazdy",shorts,6520,52,2,0,hd,false,True,22,,VEWJmD1MNBc,PT57S,https://i.ytimg.com/vi/VEWJmD1MNBc/default.jpg
Ania Kolasinska Szemraj,UCR65XPQSlBKYpNsCYXgAk8w,2025-07-31,05:56,Zgadzacie się z Arletą? #arletabojke #putin #rosja,,,shorts,7521,65,1,0,hd,false,True,27,,o8TM44p1mQU,PT37S,https://i.ytimg.com/vi/o8TM44p1mQU/default.jpg
Ania Kolasinska Szemraj,UCR65XPQSlBKYpNsCYXgAk8w,2025-07-30,16:21,Czego boi się Putin? #putin #rosja #arletabojke,,,long,5587,102,0,0,hd,false,True,27,,dWJNQFZQJBw,PT1M7S,https://i.ytimg.com/vi/dWJNQFZQJBw/default.jpg
Ania Kolasinska Szemraj,UCR65XPQSlBKYpNsCYXgAk8w,2025-07-30,16:00,PUTIN się nie cofnie. Czy Polska jest następna? Mocne słowa Arlety Bojke.,"PUTIN się nie cofnie. Czy Polska jest następna? Mocne słowa Arlety Bojke.

W tym przejmującym odcinku podcastu „Rozmowy w dresie” gościnią jest dziennikarka i ekspertka ds. Wschodu – Arleta Bojke, która przez lata relacjonowała wydarzenia z Rosji i Ukrainy. Rozmawiamy o najbardziej realnych i najbardziej niepokojących scenariuszach: co się stanie, jeśli Putin umrze? Czy Zachód jest przygotowany na chaos w Rosji? Jakie błędy popełniły kraje NATO i dlaczego ciągle działają z opóźnieniem?

Arleta dzieli się swoimi osobistymi doświadczeniami i emocjami – opowiada, dlaczego nie pojechała już więcej do Rosji, choć wcześniej robiła tam materiały jako korespondentka. Mówi wprost: dziś taka podróż to ryzyko, które może skończyć się więzieniem lub wymianą zakładników. Wskazuje też, że wielu Rosjan szczerze wierzy, że NATO to wróg – a propaganda Putina działa znacznie skuteczniej, niż Zachód chciałby przyznać.

🎯 W odcinku usłyszysz m.in.:
 • Dlaczego Zachód nie wiedział, jak zareagować na aneksję Krymu – i czy zrobiłby to samo ponownie?
 • Co może się wydarzyć po śmierci Putina – i dlaczego niekoniecznie będzie to „okno możliwości”?
 • Czy NATO naprawdę odstrasza Rosję – czy przeciwnie: prowokuje ją?
 • Jakie są granice ryzyka dziennikarskiego w autorytarnych państwach?
 • Dlaczego nie ma dziś jednoznacznej odpowiedzi na pytanie „czy będzie wojna”?

🔍 To odcinek pełen wiedzy, konkretu i emocji. Jeśli interesuje cię geopolityka, bezpieczeństwo, sytuacja w Rosji i przyszłość świata – nie możesz tego przegapić.

00:00-02:17 – Start
02:18-09:51– Negocjacje Rosja–Ukraina: realna szansa czy polityczny teatr?
09:52-12:07 – Czy dzisiaj Arleta pojechałaby do Rosji mimo ryzyka aresztu?
12:08-20:07 – Skutki sankcji: jak spadł standard życia zwykłych Rosjan
20:08-23:26 – Bunt społeczeństwa czy presja Zachodu – czego boi się Kreml?
23:27-48:03 – Korupcja i mechanizmy władzy na Kremlu – kto naprawdę rządzi?
48:04-01:01:27 – Jak Polacy „oswajają” codzienność z wojną za granicą
01:01:28-01:05:27– Zawieszenie broni a powrót Donalda Trumpa – co może się zmienić?
01:05:28– Skąd bierze się polski „love-hate” do Rosji?","Arleta Bojke, PUTIN się nie cofnie. Czy Polska jest następna? Mocne słowa Arlety Bojke., Putin, Rosja, Geopolityka, śmierć putina, rosja 2025, nato, zachód, ukraina, wojna rosja ukraina, konflikt zbrojny, bezpieczeństwo, rozmowy w dresie, anna kolasinska szemraj",long,35378,1319,197,0,hd,true,True,27,"Czy Zachód, Czy Polska, Arlety Bojke, Donalda Trumpa, Arleta Bojke, Dlaczego Zachód, Negocjacje Rosja, Jak Polacy",FTr2Jo5VD3M,PT1H14M3S,https://i.ytimg.com/vi/FTr2Jo5VD3M/default.jpg
Ania Kolasinska Szemraj,UCR65XPQSlBKYpNsCYXgAk8w,2025-08-01,12:44,Co Rosjanie myślą o NATO? #nato #rosja,,,shorts,4348,57,3,0,hd,false,True,27,Co Rosjanie,6avrg9Ca9QE,PT43S,https://i.ytimg.com/vi/6avrg9Ca9QE/default.jpg
zurnalistapl,UC9zRB_xpaSpJxofUrltx1xQ,2025-07-31,18:00,Włodzimierz Czarzasty wspomina wybory 2015,https://www.instagram.com/zurnalistapl/,,shorts,7578,81,2,0,hd,false,True,22,Włodzimierz Czarzasty,yWpKGctIQW8,PT38S,https://i.ytimg.com/vi/yWpKGctIQW8/default.jpg
zurnalistapl,UC9zRB_xpaSpJxofUrltx1xQ,2025-07-31,16:30,Piotr Polo Przywarski odpowiada na pytanie Piotrka Pająka,https://www.instagram.com/zurnalistapl/,,shorts,12402,89,0,0,hd,false,True,22,"Piotr Polo, Piotr Polo Przywarski, Piotrka Pająka",Mi6duDdtXAU,PT41S,https://i.ytimg.com/vi/Mi6duDdtXAU/default.jpg
